CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
198605367,12/30/2015,19:14:00,12/30/2015,19:15:00,12/30/2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,,STREET,,,1010535,185111,40.674732877,-73.90524173,"(40.674732877, -73.90524173)"
345319706,12/30/2015,19:10:00,12/30/2015,19:30:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,50,INSIDE,RESIDENCE - PUBLIC HOUSING,,MARBLE HILL,1009728,258440,40.876003912,-73.907873014,"(40.876003912, -73.907873014)"
321409743,12/30/2015,19:10:00,12/30/2015,19:15:00,12/30/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1023358,261786,40.885137765,-73.858567473,"(40.885137765, -73.858567473)"
417632281,12/30/2015,19:10:00,12/30/2015,19:15:00,12/30/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,47,INSIDE,RESIDENCE - PUBLIC HOUSING,,BOSTON SECOR,1030304,261267,40.88367976,-73.833450905,"(40.88367976, -73.833450905)"
660234698,12/30/2015,19:10:00,12/30/2015,19:16:00,12/30/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,14,,STREET,,,986944,214915,40.756576344,-73.990277414,"(40.756576344, -73.990277414)"
959736489,12/30/2015,19:07:00,,,12/30/2015,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,FRONT OF,RESIDENCE - APT. HOUSE,,,1015727,241375,40.829146234,-73.886260773,"(40.829146234, -73.886260773)"
679937552,12/30/2015,19:05:00,,,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,BOOK/CARD,,,989849,183015,40.669017076,-73.979818295,"(40.669017076, -73.979818295)"
778784905,12/30/2015,19:00:00,,,12/30/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1005514,235740,40.813710246,-73.923182807,"(40.813710246, -73.923182807)"
425912120,12/30/2015,19:00:00,12/30/2015,19:30:00,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DEPARTMENT STORE,,,990789,215510,40.758207461,-73.976398247,"(40.758207461, -73.976398247)"
558000752,12/30/2015,19:00:00,,,12/30/2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,,STREET,,,1011007,178591,40.65683552,-73.903566006,"(40.65683552, -73.903566006)"
950350401,12/30/2015,19:00:00,12/30/2015,19:15:00,12/30/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,FRONT OF,RESIDENCE - APT. HOUSE,,,1013557,242694,40.832773975,-73.894096197,"(40.832773975, -73.894096197)"
669519653,12/30/2015,19:00:00,12/30/2015,19:02:00,12/30/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,,STREET,,,995824,230943,40.800561814,-73.958197308,"(40.800561814, -73.958197308)"
623309360,12/30/2015,19:00:00,,,12/30/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,FRONT OF,STREET,,,939023,139334,40.549008137,-74.16274199,"(40.549008137, -74.16274199)"
681557845,12/30/2015,19:00:00,12/30/2015,19:30:00,12/30/2015,109,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESTAURANT/DINER,,,990062,213187,40.751831923,-73.979024437,"(40.751831923, -73.979024437)"
188184985,12/30/2015,19:00:00,12/30/2015,19:30:00,12/30/2015,109,GRAND LARCENY,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,FRONT OF,STREET,,,990789,215510,40.758207461,-73.976398247,"(40.758207461, -73.976398247)"
667967995,12/30/2015,19:00:00,12/30/2015,19:30:00,12/30/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BROOKLYN,73,,TRANSIT - NYC SUBWAY,,,1007700,180317,40.661582383,-73.915478821,"(40.661582383, -73.915478821)"
776177449,12/30/2015,19:00:00,12/30/2015,20:00:00,12/30/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,REAR OF,RESIDENCE - PUBLIC HOUSING,,BUTLER,1009580,243263,40.834348017,-73.908465527,"(40.834348017, -73.908465527)"
179314509,12/30/2015,19:00:00,12/30/2015,19:15:00,12/30/2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,PORT AUTHORITY,QUEENS,113,,AIRPORT TERMINAL,,,1046315,187088,40.679980738,-73.776233907,"(40.679980738, -73.776233907)"
194464423,12/30/2015,19:00:00,12/30/2015,21:00:00,12/30/2015,365,ADMINISTRATIVE CODE,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,993299,214118,40.754384562,-73.967340014,"(40.754384562, -73.967340014)"
661991265,12/30/2015,19:00:00,12/30/2015,19:20:00,12/30/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,997366,172348,40.639730546,-73.95274193,"(40.639730546, -73.95274193)"
670673165,12/30/2015,18:55:00,12/30/2015,19:00:00,12/30/2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,,STREET,,,1012706,183519,40.670356485,-73.897421813,"(40.670356485, -73.897421813)"
652245655,12/30/2015,18:50:00,12/30/2015,19:00:00,12/30/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,,STREET,,,1005983,186617,40.678878851,-73.92164722,"(40.678878851, -73.92164722)"
738498468,12/30/2015,18:45:00,12/30/2015,18:47:00,12/30/2015,109,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88,INSIDE,FAST FOOD,,,992191,191826,40.693199482,-73.971365525,"(40.693199482, -73.971365525)"
242035615,12/30/2015,18:45:00,12/30/2015,18:50:00,12/30/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,71,,STREET,,,1000916,181160,40.663911599,-73.939928816,"(40.663911599, -73.939928816)"
755882257,12/30/2015,18:40:00,12/30/2015,18:43:00,12/30/2015,109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,FRONT OF,STREET,,,993017,158250,40.60103984,-73.968430532,"(40.60103984, -73.968430532)"
158727938,12/30/2015,18:40:00,12/30/2015,18:45:00,12/30/2015,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,INSIDE,CHAIN STORE,,,1056808,214666,40.75559561,-73.738105662,"(40.75559561, -73.738105662)"
701676694,12/30/2015,18:40:00,12/30/2015,18:42:00,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,CHAIN STORE,,,1007058,182890,40.668646373,-73.917784125,"(40.668646373, -73.917784125)"
423053815,12/30/2015,18:37:00,12/30/2015,18:57:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,,OTHER,,,994787,216029,40.759628123,-73.961966237,"(40.759628123, -73.961966237)"
213786674,12/30/2015,18:35:00,12/30/2015,18:40:00,12/30/2015,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,QUEENS,103,,TRANSIT - NYC SUBWAY,,,1039726,195270,40.702482133,-73.799922252,"(40.702482133, -73.799922252)"
156040207,12/30/2015,18:35:00,12/30/2015,18:42:00,12/30/2015,113,FORGERY,723,"FORGERY,DRIVERS LICENSE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,986650,212527,40.750021973,-73.991339463,"(40.750021973, -73.991339463)"
188036905,12/30/2015,18:30:00,12/30/2015,18:46:00,12/30/2015,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,,,1009536,239574,40.824222897,-73.908638434,"(40.824222897, -73.908638434)"
230791385,12/30/2015,18:30:00,12/30/2015,19:00:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,FRONT OF,BUS (NYC TRANSIT),,,1011821,248080,40.84756256,-73.900347348,"(40.84756256, -73.900347348)"
386081836,12/30/2015,18:30:00,12/30/2015,18:35:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESIDENCE - APT. HOUSE,,,986510,218774,40.76716843,-73.991842646,"(40.76716843, -73.991842646)"
612953222,12/30/2015,18:30:00,,,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,DEPARTMENT STORE,,,1020754,176732,40.651698159,-73.868446756,"(40.651698159, -73.868446756)"
882626280,12/30/2015,18:30:00,12/30/2015,19:07:00,12/30/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,,STREET,,,1015012,212271,40.74926614,-73.888977675,"(40.74926614, -73.888977675)"
700148047,12/30/2015,18:30:00,,,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,,OPEN AREAS (OPEN LOTS),,,937062,143738,40.561086037,-74.169828973,"(40.561086037, -74.169828973)"
819235387,12/30/2015,18:30:00,12/30/2015,19:45:00,12/30/2015,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DEPARTMENT STORE,,,987220,212676,40.750430768,-73.989282176,"(40.750430768, -73.989282176)"
937051435,12/30/2015,18:30:00,12/30/2015,18:35:00,12/30/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,77,,STREET,,,1001639,185922,40.676980833,-73.937310479,"(40.676980833, -73.937310479)"
963223427,12/30/2015,18:30:00,12/30/2015,19:20:00,12/30/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,81,INSIDE,DRY CLEANER/LAUNDRY,,,1004057,191837,40.693211074,-73.928575702,"(40.693211074, -73.928575702)"
515848839,12/30/2015,18:30:00,,,12/30/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,28,INSIDE,RESIDENCE - PUBLIC HOUSING,,,998625,230177,40.79845524,-73.948082015,"(40.79845524, -73.948082015)"
818402062,12/30/2015,18:30:00,,,12/30/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,,,982214,175974,40.649692613,-74.007338643,"(40.649692613, -74.007338643)"
134107093,12/30/2015,18:30:00,12/30/2015,18:35:00,12/30/2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,FRONT OF,RESIDENCE-HOUSE,,,929339,136385,40.540859038,-74.197563937,"(40.540859038, -74.197563937)"
484048623,12/30/2015,18:30:00,,,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,,STREET,,,1005787,193868,40.698781656,-73.922330683,"(40.698781656, -73.922330683)"
435148821,12/30/2015,18:30:00,12/30/2015,18:40:00,12/30/2015,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1011968,248846,40.849664543,-73.899812858,"(40.849664543, -73.899812858)"
105642683,12/30/2015,18:28:00,12/30/2015,18:30:00,12/30/2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,FRONT OF,RESIDENCE-HOUSE,,,933451,139343,40.549002675,-74.182791759,"(40.549002675, -74.182791759)"
941375600,12/30/2015,18:25:00,,,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1007229,244161,40.836819196,-73.916958337,"(40.836819196, -73.916958337)"
938800796,12/30/2015,18:25:00,12/30/2015,18:35:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,FRONT OF,STREET,,,984629,167724,40.627048346,-73.99863609,"(40.627048346, -73.99863609)"
238168015,12/30/2015,18:25:00,12/30/2015,18:30:00,12/30/2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,,STREET,,,1014938,181738,40.665460585,-73.889383902,"(40.665460585, -73.889383902)"
878796917,12/30/2015,18:15:00,,,12/30/2015,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,,STREET,,,1007242,262667,40.887612534,-73.916847875,"(40.887612534, -73.916847875)"
429071895,12/30/2015,18:15:00,12/30/2015,18:20:00,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DEPARTMENT STORE,,,992855,217094,40.762553366,-73.968938778,"(40.762553366, -73.968938778)"
305537776,12/30/2015,18:15:00,12/30/2015,18:25:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,RESIDENCE - APT. HOUSE,,,1009491,177733,40.654484949,-73.909033059,"(40.654484949, -73.909033059)"
425993850,12/30/2015,18:15:00,12/30/2015,18:20:00,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,INSIDE,CHAIN STORE,,,1019840,206689,40.733926841,-73.871582398,"(40.733926841, -73.871582398)"
242730063,12/30/2015,18:15:00,12/30/2015,19:30:00,12/30/2015,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84,FRONT OF,STREET,,,986624,192119,40.694006943,-73.991440496,"(40.694006943, -73.991440496)"
338671368,12/30/2015,18:15:00,,,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,FRONT OF,RESIDENCE-HOUSE,,,941533,138002,40.545364499,-74.153701852,"(40.545364499, -74.153701852)"
226355816,12/30/2015,18:15:00,12/30/2015,18:30:00,12/30/2015,109,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,988139,215039,40.756916248,-73.98596397,"(40.756916248, -73.98596397)"
693885004,12/30/2015,18:15:00,12/30/2015,18:50:00,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,,BORINQUEN PLAZA II,1000834,196032,40.704731996,-73.940187784,"(40.704731996, -73.940187784)"
190983669,12/30/2015,18:12:00,,,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,30,,TRANSIT - NYC SUBWAY,,,999539,239499,40.824040004,-73.944759612,"(40.824040004, -73.944759612)"
859591486,12/30/2015,18:10:00,,,12/30/2015,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,,STREET,,,1042007,197427,40.70838798,-73.791677149,"(40.70838798, -73.791677149)"
765661834,12/30/2015,18:10:00,12/30/2015,18:15:00,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,INSIDE,DEPARTMENT STORE,,,1019840,206689,40.733926841,-73.871582398,"(40.733926841, -73.871582398)"
186887568,12/30/2015,18:08:00,12/30/2015,18:13:00,12/30/2015,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,,STREET,,,978904,169007,40.630568305,-74.01926148,"(40.630568305, -74.01926148)"
655789865,12/30/2015,18:00:00,,,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,CHAIN STORE,,,988139,215039,40.756916248,-73.98596397,"(40.756916248, -73.98596397)"
649422067,12/30/2015,18:00:00,12/30/2015,18:49:00,12/30/2015,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,OTHER,,,1032166,217754,40.764239239,-73.827027876,"(40.764239239, -73.827027876)"
969011367,12/30/2015,18:00:00,,,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1001520,238402,40.821025398,-73.937604737,"(40.821025398, -73.937604737)"
903178274,12/30/2015,18:00:00,,,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1001520,238402,40.821025398,-73.937604737,"(40.821025398, -73.937604737)"
816910630,12/30/2015,18:00:00,12/30/2015,19:00:00,12/30/2015,365,ADMINISTRATIVE CODE,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1022517,264252,40.891909838,-73.861594851,"(40.891909838, -73.861594851)"
451418989,12/30/2015,18:00:00,,,12/30/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1017562,257208,40.872596365,-73.879551428,"(40.872596365, -73.879551428)"
957567826,12/30/2015,18:00:00,12/30/2015,18:30:00,12/30/2015,355,OFFENSES AGAINST THE PERSON,195,COERCION 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,MONROE,1021869,239329,40.823506529,-73.864078446,"(40.823506529, -73.864078446)"
486655629,12/30/2015,18:00:00,12/30/2015,18:30:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,STREET,,,987992,210462,40.7443536,-73.986497118,"(40.7443536, -73.986497118)"
921577896,12/30/2015,17:55:00,12/30/2015,18:00:00,12/30/2015,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1011834,253994,40.863794676,-73.900276026,"(40.863794676, -73.900276026)"
187012135,12/30/2015,17:50:00,,,12/30/2015,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,,,959975,171772,40.638125991,-74.087466921,"(40.638125991, -74.087466921)"
562705062,12/30/2015,17:50:00,12/30/2015,17:55:00,12/30/2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,DEPARTMENT STORE,,,937325,151467,40.582301992,-74.168936095,"(40.582301992, -74.168936095)"
680461475,12/30/2015,17:45:00,12/30/2015,18:30:00,12/30/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,28,INSIDE,RESIDENCE - PUBLIC HOUSING,,,996472,231206,40.801282804,-73.955856318,"(40.801282804, -73.955856318)"
820255475,12/30/2015,17:45:00,12/30/2015,18:10:00,12/30/2015,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,DRY CLEANER/LAUNDRY,,,984005,171067,40.63622418,-74.000884178,"(40.63622418, -74.000884178)"
288702260,12/30/2015,17:44:00,12/30/2015,17:54:00,12/30/2015,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,,STREET,,,1013223,251430,40.856752822,-73.895265411,"(40.856752822, -73.895265411)"
875039387,12/30/2015,17:40:00,12/30/2015,18:00:00,12/30/2015,117,DANGEROUS DRUGS,500,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,,MORRIS I,1010477,243459,40.834883362,-73.905223241,"(40.834883362, -73.905223241)"
319867343,12/30/2015,17:40:00,12/30/2015,17:45:00,12/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,STATEN ISLAND,120,INSIDE,RESIDENCE - PUBLIC HOUSING,,STAPLETON,961252,166311,40.623140111,-74.082847142,"(40.623140111, -74.082847142)"
942941053,12/30/2015,17:35:00,12/30/2015,17:59:00,12/30/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,DEPARTMENT STORE,,,1030234,215251,40.757379417,-73.834019371,"(40.757379417, -73.834019371)"
158120561,12/30/2015,17:35:00,,,12/30/2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,106,,STREET,,,1028607,187930,40.682398279,-73.840072158,"(40.682398279, -73.840072158)"
390027989,12/30/2015,17:30:00,,,12/30/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1020650,241146,40.828498779,-73.868473008,"(40.828498779, -73.868473008)"
821661859,12/30/2015,17:30:00,12/30/2015,17:49:00,12/30/2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,,STREET,,,1003582,179979,40.660664596,-73.930322604,"(40.660664596, -73.930322604)"
411954370,12/30/2015,17:30:00,12/30/2015,17:40:00,12/30/2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,FRONT OF,HOSPITAL,,,1015948,210428,40.744204266,-73.885608229,"(40.744204266, -73.885608229)"
256704941,12/30/2015,17:30:00,,,12/30/2015,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,HOTEL/MOTEL,,,987653,210944,40.745676707,-73.987720275,"(40.745676707, -73.987720275)"
